iso3c,iso3c_name,countryx,titleofinterest,date,femaleminister,new_appointment,new_appointment2,fem_lag,corruptpercep,corr_change,corruption_lag,corruption_flip,corruptionwb,wbcorr_change,prx,clx,status,a,pry,cly,statusnumeric,polity2,polity2_lag,presidential,accountability,v2x_regime_amb,womenrep,womenrep_lag,n_core,n_female_core,pwc,pwc_lag,execme,allhouse,allhouseimp,gov1me,gov2me,unified,finance_gender,loggdp_lag,gdppercapita_lag
2,AFG,Afghanistan,Finance,18,0,0,0,0,25,,,,-1.443608999,0.107167006,5,5,PF,,,,1,,,1,0,3,27.29999924,3.700000048,32,3,9.375,5.714285851,independent,,1,,,,0,22.82516479,5.823379517
2,AFG,Afghanistan,Finance,19,0,0,0,0,25,,25,75,-1.432890058,0.148229003,5,5,PF,6,16,19,1,,,1,0,3,27.29999924,27.29999924,25,0,0,9.375,independent,,1,,,,0,22.88540077,5.843593121
2,AFG,Afghanistan,Finance,20,0,0,0,0,18,,25,75,-1.587331057,0.153517068,5,5,PF,6,17,18,1,,,1,0,3,27.70000076,27.29999924,29,1,3.448275805,0,independent,,1,,,,0,22.96470833,5.88953495
2,AFG,Afghanistan,Finance,21,0,0,0,0,15,,18,82,-1.638286948,0.323965073,5,6,NF,6,17,17,2,,,1,0,3,27.70000076,27.70000076,29,1,3.448275805,3.448275805,independent,,1,,,,0,23.05555344,5.952959061
2,AFG,Afghanistan,Finance,22,0,0,0,0,13,,15,85,-1.534796,0.287244916,6,6,NF,6,16,16,2,,,1,0,3,27.29999924,27.70000076,29,1,3.448275805,3.448275805,independent,,1,,,,0,23.13955498,6.013149738
2,AFG,Afghanistan,Finance,23,0,0,0,0,14,,13,87,-1.635722995,0.189514995,6,6,NF,4,11,16,2,,,1,0,3,27.70000076,27.29999924,29,3,10.34482765,3.448275805,independent,,1,,,,0,23.25572586,6.105994225
2,AFG,Afghanistan,Finance,24,0,0,0,0,15.19999981,11,14,86,-1.579179049,0.192113996,6,6,NF,3,10,15,2,,,1,0,3,27.70000076,27.70000076,30,3,10,10.34482765,independent,,1,,,,0,23.41974831,6.244298935
2,AFG,Afghanistan,Finance,25,0,0,0,0,8,9.800003052,15.19999981,84.80000305,-1.41988802,0.146288991,6,6,NF,3,10,13,2,,,1,0,3,27.70000076,27.70000076,30,3,10,10,independent,,1,,,,0,23.48897743,6.284078598
2,AFG,Afghanistan,Finance,26,0,0,0,0,8,10,8,92,-1.436761022,-0.167443037,6,6,NF,3,11,16,2,,,1,0,3,27.70000076,27.70000076,29,3,10.34482765,10,independent,,1,,,,0,23.55111694,6.313464165
2,AFG,Afghanistan,Finance,27,0,0,0,0,12,7,8,92,-1.354784012,-0.201525926,6,6,NF,3,11,15,2,-1,,1,0,3,27.70000076,27.70000076,30,3,10,10.34482765,independent,,1,,,,0,23.63837433,6.366212368
2,AFG,Afghanistan,Finance,28,0,0,0,0,11,1,12,88,-1.341994047,-0.180011988,6,6,NF,3,11,13,2,-1,-1,1,0,3,27.70000076,27.70000076,32,4,12.5,10,independent,,1,,,,0,23.6790638,6.37264967
2,AFG,Afghanistan,Finance,29,0,0,0,0,15,3,11,89,-1.526352048,-0.293728948,6,6,NF,2,10,14,2,-1,-1,1,0,3,27.70000076,27.70000076,31,4,12.9032259,12.5,independent,,1,,,,0,23.69970894,6.361131191
2,AFG,Afghanistan,Finance,30,0,0,0,0,15,0.199996948,15,85,-1.517341018,-0.052827001,5,6,NF,2,10,14,2,-1,-1,1,0,3,27.70000076,27.70000076,29,4,13.79310322,12.9032259,independent,,1,,,,0,23.71808815,6.350234032
3,AGO,Angola,Finance,13,0,0,0,0,17,,,,-1.522685051,,6,6,NF,,,,2,-3,-3,1,0,0,15.5,15.5,31,5,16.12903214,14.28571415,MPLA,1,1,MPLA,,1,0,24.26586151,7.702363491
3,AGO,Angola,Finance,14,0,0,0,0,17,,17,83,,,6,6,NF,,,,2,-3,-3,1,0,0,15.5,15.5,31,4,12.9032259,16.12903214,MPLA,1,1,MPLA,,1,0,24.29169655,7.695566177
3,AGO,Angola,Finance,15,0,0,0,0,17,,17,83,-1.183629036,0.185455084,6,5,NF,,,,2,-2,-3,1,0,0,15.5,15.5,31,4,12.9032259,12.9032259,MPLA,1,1,MPLA,,1,0,24.32734108,7.698318481
3,AGO,Angola,Finance,16,0,0,0,0,18,,17,83,-1.320665002,-0.103139937,6,5,NF,,,,2,-2,-2,1,0,0,15.5,15.5,34,3,8.823529243,12.9032259,MPLA,1,1,MPLA,,1,0,24.4119854,7.749811649
3,AGO,Angola,Finance,17,0,0,0,0,20,,18,82,-1.313559055,-0.085170984,6,5,NF,,,,2,-2,-2,1,0,0,15,15.5,34,3,8.823529243,8.823529243,MPLA,1,1,MPLA,,1,0,24.4907608,7.795046806
3,AGO,Angola,Finance,18,0,0,0,0,20,,20,80,-1.296139002,-0.150701463,6,5,NF,,,,2,-2,-2,1,0,0,15,15,34,2,5.882352829,8.823529243,MPLA,1,1,MPLA,,1,0,24.55745888,7.827585697
3,AGO,Angola,Finance,19,0,0,0,0,22,-3,20,80,-1.220060945,-0.226546049,6,5,NF,2,8,21,2,-2,-2,1,0,0,15,15,34,2,5.882352829,5.882352829,MPLA,1,1,MPLA,,1,0,24.67943382,7.914607048
3,AGO,Angola,Finance,20,0,0,0,0,22,-5,22,78,-1.289692998,-0.133096099,6,5,NF,2,8,21,2,-2,-2,1,0,0,15,15,34,2,5.882352829,5.882352829,MPLA,1,1,MPLA,,1,0,24.80408096,8.003469467
3,AGO,Angola,Finance,21,0,0,0,0,19,-5,22,78,-1.284621,0.106063962,6,5,NF,2,8,21,2,-2,-2,1,0,0,37.29999924,15,34,2,5.882352829,5.882352829,MPLA,1,1,MPLA,,1,0,24.92428017,8.087166786
3,AGO,Angola,Finance,22,0,0,0,0,19,-1,19,81,-1.40465498,-0.036044002,6,5,NF,4,11,21,2,-2,-2,1,0,0,38.59999847,37.29999924,41,10,24.39024353,5.882352829,MPLA,1,1,MPLA,UNITA,0,0,25.04276657,8.168697357
3,AGO,Angola,Finance,23,0,0,0,0,19,1,19,81,-1.325729966,0.091095925,6,5,NF,3,10,21,2,-2,-2,1,0,3,38.59999847,38.59999847,41,10,24.39024353,24.39024353,MPLA,1,1,MPLA,UNITA,0,0,25.09996986,8.188828468
3,AGO,Angola,Finance,24,0,0,0,0,20.10000038,1,19,81,-1.344287038,0.029590964,6,5,NF,3,10,21,2,-2,-2,1,0,3,38.20000076,38.59999847,40,10,25,24.39024353,MPLA,1,1,MPLA,UNITA,0,0,25.12796783,8.179950714
3,AGO,Angola,Finance,25,0,0,0,0,22,1.900001526,20.10000038,79.90000153,-1.268586993,0.124226093,6,5,NF,3,10,19,2,-2,-2,1,0,3,34.09999847,38.20000076,41,9,21.95121956,25,MPLA,1,1,MPLA,UNITA,0,0,25.16875839,8.184212685
3,AGO,Angola,Finance,26,0,0,0,0,23,0,22,78,-1.309700012,-0.021106005,6,5,NF,4,11,19,2,-2,-2,1,0,3,34.09999847,34.09999847,34,7,20.58823586,21.95121956,MPLA,1,1,MPLA,,1,0,25.22680855,8.206102371
3,AGO,Angola,Finance,27,0,0,0,0,19,-4,23,77,-1.443889976,0.025079012,6,5,NF,4,11,18,2,-2,-2,1,0,3,36.79999924,34.09999847,37,9,24.32432365,20.58823586,MPLA,1,1,MPLA,,1,0,25.29197121,8.235516548
3,AGO,Angola,Finance,28,0,0,0,0,15,0,19,81,-1.394778013,0.039234996,6,6,NF,3,10,18,2,-2,-2,1,0,3,36.79999924,36.79999924,37,9,24.32432365,24.32432365,MPLA,1,1,MPLA,,1,0,25.33969879,8.247998238
3,AGO,Angola,Finance,29,0,0,0,0,18,4,15,85,-1.439702988,0.069048047,6,6,NF,3,10,14,2,-2,-2,1,0,3,36.79999924,36.79999924,37,9,24.32432365,24.32432365,MPLA,1,1,MPLA,,1,0,25.36794472,8.24156189
3,AGO,Angola,Finance,30,0,0,0,0,19,2.099998474,18,82,-1.412487984,0.09541595,6,6,NF,3,10,14,2,-2,-2,1,0,3,30.5,36.79999924,,,,24.32432365,MPLA,1,1,MPLA,,1,,25.35957146,8.199102402
4,ALB,Albania,Finance & Economy,12,0,0,0,0,23,,,,,,4,5,PF,,,,1,5,5,0,1,3,5.199999809,5.199999809,18,2,11.11111069,5.882352829,PSS,1,1,PSS,PSDS,0,0,22.42892075,7.469699383
4,ALB,Albania,Finance & Economy,13,0,0,0,0,23,,23,77,-0.857256413,,4,5,PF,,,,1,5,5,0,1,3,5.199999809,5.199999809,17,2,11.76470566,11.11111069,PSS,1,1,PSS,PSDS,0,0,22.53185081,7.578943253
4,ALB,Albania,Finance & Economy,14,0,0,0,0,23,,23,77,,,3,4,PF,,,,1,5,5,0,1,3,5.699999809,5.199999809,19,3,15.78947353,11.76470566,PSS,1,1,PSS,PSDS,0,0,22.62606812,7.679513931
4,ALB,Albania,Finance & Economy,15,0,0,0,0,25,,23,77,-0.868601978,-0.030974298,3,3,PF,,,,1,7,5,0,1,5,5.699999809,5.699999809,19,2,10.52631569,15.78947353,PSS,1,1,PSS,SDP,0,0,22.69948387,7.760810375
4,ALB,Albania,Finance & Economy,16,0,0,0,0,25,,25,75,-0.812275112,-0.094905794,3,3,PF,,,,1,7,7,0,1,5,5.699999809,5.699999809,18,2,11.11111069,10.52631569,PSS,1,1,PSS,SDP,0,0,22.76150513,7.829023361
4,ALB,Albania,Finance & Economy,17,0,0,0,0,25,,25,75,-0.699198425,-0.220836937,3,3,PF,,,,1,7,7,0,1,4,6.400000095,5.699999809,20,1,5,11.11111069,PSS,1,1,PSS,SDP,0,0,22.81061935,7.881505966
4,ALB,Albania,Finance & Economy,18,0,0,0,0,24,-2,25,75,-0.786193073,-0.245985806,3,3,PF,,,,1,9,7,0,1,5,7.099999905,6.400000095,20,1,5,5,PSS,1,1,PSS,PSDS,0,0,22.86434937,7.939197063
4,ALB,Albania,Finance & Economy,19,0,0,0,0,26,-1,24,76,-0.803844988,-0.07106334,3,3,PF,8,25,38,1,9,9,0,1,5,7.099999905,7.099999905,17,1,5.882352829,5,PDS,0,0,PDS,PRS,0,0,22.91807938,7.997575283
4,ALB,Albania,Finance & Economy,20,0,0,0,0,29,-3,26,74,-0.687789023,-0.059084207,3,3,PF,8,26,38,1,9,9,0,1,5,7.099999905,7.099999905,16,1,6.25,5.882352829,PDS,0,0,PDS,PRS,0,0,22.97365379,8.05886364
4,ALB,Albania,Finance & Economy,21,0,0,0,0,34,-4,29,71,-0.593706608,-0.180812955,3,3,PF,8,26,39,1,9,9,0,1,5,7.099999905,7.099999905,16,1,6.25,6.25,PDS,0,0,PDS,PRS,0,0,23.03135681,8.12349987
4,ALB,Albania,Finance & Economy,22,0,0,0,0,32,-9,34,66,-0.538495123,-0.218568504,3,3,PF,8,26,40,1,9,9,0,1,5,16.39999962,7.099999905,16,1,6.25,6.25,PDS,0,0,PDS,PRS,0,0,23.09655762,8.196315765
4,ALB,Albania,Finance & Economy,23,0,0,0,0,33,-7,32,68,-0.525077879,-0.160703302,3,3,PF,8,26,39,1,9,9,0,1,5,16.39999962,16.39999962,16,1,6.25,6.25,PDS,0,0,PDS,ASI,0,0,23.14919281,8.256157875
4,ALB,Albania,Finance & Economy,24,0,0,0,0,30.5,-9,33,67,-0.683008373,-0.261115194,3,3,PF,8,26,40,1,9,9,0,1,5,15.69999981,16.39999962,16,1,6.25,6.25,PDS,0,0,PDS,ASI,0,0,23.18386841,8.296684265
4,ALB,Albania,Finance & Economy,25,0,0,0,0,33,-4.5,30.5,69.5,-0.72650069,-0.120836615,3,3,PF,8,24,39,1,9,9,0,1,5,15.69999981,15.69999981,17,1,5.882352829,6.25,PDS,0,0,PDS,ASI,0,0,23.21463394,8.331278801
4,ALB,Albania,Finance & Economy,26,0,0,0,0,31,-4,33,67,-0.698603272,0.038711667,3,3,PF,8,24,39,1,9,9,0,1,8,17.89999962,15.69999981,17,1,5.882352829,5.882352829,PDS,0,0,PDS,ASI,0,0,23.23423958,8.353055
4,ALB,Albania,Finance & Economy,27,0,0,0,0,33,3,31,69,-0.548198819,0.104896664,3,3,PF,8,27,40,1,9,9,0,1,8,20,17.89999962,22,6,27.27272797,5.882352829,PSS,0,0,PSS,LSI,0,0,23.2462635,8.366819382
4,ALB,Albania,Finance & Economy,28,0,0,0,0,36,-1,33,67,-0.479032815,0.009703696,3,3,PF,8,27,40,1,9,9,0,1,8,20.70000076,20,22,6,27.27272797,27.27272797,PSS,0,0,PSS,LSI,0,0,23.26004219,8.38255024
4,ALB,Albania,Finance & Economy,29,0,0,0,0,39,-3,36,64,-0.405265987,-0.046045064,3,3,PF,8,27,40,1,9,9,0,1,8,22.89999962,20.70000076,22,8,36.36363602,27.27272797,PSS,0,0,PSS,LSI,0,0,23.27980995,8.404808998
4,ALB,Albania,Finance & Economy,30,1,1,1,0,38,-8.5,39,61,-0.418309003,-0.277742386,3,3,PF,8,28,40,1,9,9,0,1,7,27.89999962,22.89999962,,,,36.36363602,PSS,0,0,PSS,LSI,0,,23.30708694,8.434341431
6,ARE,United Arab Emirates,Finance,15,0,0,0,0,,,,,1.146777987,-0.637420245,6,5,NF,,,,2,-8,-8,0,0,0,0,0,24,0,0,0,independent,1,1,,,1,0,26.01966286,11.03561306
6,ARE,United Arab Emirates,Finance,16,0,0,0,0,52,,,,0.86032778,-1.123964436,6,6,NF,,,,2,-8,-8,0,0,0,0,0,24,0,0,0,independent,1,1,,,1,0,26.03862953,11.00240612
6,ARE,United Arab Emirates,Finance,17,0,0,0,0,61,,52,48,1.057324052,-0.809121579,6,6,NF,,,,2,-8,-8,0,0,0,0,0,24,0,0,0,independent,1,1,,,1,0,26.09282494,10.99819756
6,ARE,United Arab Emirates,Finance,18,0,0,0,0,62,,61,39,0.998800993,-0.9732688,6,6,NF,,,,2,-8,-8,0,0,0,0,0,22,1,4.545454502,0,independent,1,1,,,1,0,26.18067932,11.00774574
6,ARE,United Arab Emirates,Finance,19,0,0,0,0,62,,62,38,0.893287182,-0.88189669,6,5,NF,0,7,15,2,-8,-8,0,0,0,5,0,24,2,8.333333015,4.545454502,independent,1,1,,,1,0,26.25006294,10.97116089
6,ARE,United Arab Emirates,Finance,20,0,0,0,0,57,,62,38,1.013515949,-0.261446037,6,5,NF,1,8,17,2,-8,-8,0,0,0,22.5,5,24,2,8.333333015,8.333333015,independent,1,1,Appointees,No party,0,0,26.32068443,10.90955639
6,ARE,United Arab Emirates,Finance,21,0,0,0,0,59,,57,43,1.082438946,0.133262038,6,5,NF,1,9,17,2,-8,-8,0,0,0,22.5,22.5,26,4,15.38461494,8.333333015,independent,1,1,Appointees,No party,0,0,26.38327217,10.82413673
6,ARE,United Arab Emirates,Finance,22,0,0,0,0,65,-7,59,41,0.912934482,-0.222111166,6,5,NF,1,9,19,2,-8,-8,0,0,0,22.5,22.5,23,4,17.39130402,15.38461494,independent,1,1,Appointees,No party,0,0,26.41465569,10.71008396
6,ARE,United Arab Emirates,Finance,23,0,0,0,0,63,-4,65,35,0.896253586,0.14438957,6,5,NF,1,8,19,2,-8,-8,0,0,0,22.5,22.5,23,4,17.39130402,17.39130402,independent,1,1,Appointees,No party,0,0,26.40343857,10.57409191
6,ARE,United Arab Emirates,Finance,24,0,0,0,0,68.19999695,-1,63,37,1.077532053,0.102547407,6,6,NF,1,8,19,2,-8,-8,0,0,0,17.5,22.5,23,4,17.39130402,17.39130402,independent,1,1,Appointees,No party,0,0,26.38446236,10.46145725
6,ARE,United Arab Emirates,Finance,25,0,0,0,0,68,-6.199996948,68.19999695,31.80000305,1.163516045,-0.184244871,6,6,NF,1,8,16,2,-8,-8,0,0,0,17.5,17.5,23,4,17.39130402,17.39130402,independent,1,1,Appointees,No party,0,0,26.42591667,10.4417944
6,ARE,United Arab Emirates,Finance,26,0,0,0,0,69,-11,68,32,1.280843973,-0.150000096,6,6,NF,1,8,14,2,-8,-8,0,0,0,17.5,17.5,25,4,16,17.39130402,independent,1,1,Appointees,No party,0,0,26.48135567,10.4637804
6,ARE,United Arab Emirates,Finance,27,0,0,0,0,70,-10,69,31,1.203577995,-0.198405027,6,6,NF,1,8,13,2,-8,-8,0,0,0,17.5,17.5,25,4,16,16,independent,1,1,Appointees,No party,0,0,26.52793884,10.4965229
6,ARE,United Arab Emirates,Finance,28,0,0,0,0,70,-5,70,30,1.071926951,-0.290643513,6,6,NF,1,8,13,2,-8,-8,0,0,0,22.5,17.5,25,4,16,16,independent,1,1,Appointees,No party,0,0,26.57356262,10.53819275
6,ARE,United Arab Emirates,Finance,29,0,0,0,0,66,-7,70,30,1.171708941,-0.175673365,6,6,NF,1,7,13,2,-8,-8,0,0,0,22.5,22.5,25,4,16,16,independent,1,1,Appointees,No party,0,0,26.61943817,10.58054733
6,ARE,United Arab Emirates,Finance,30,0,0,0,0,71,2.199996948,66,34,1.13360405,-0.094176888,7,6,NF,1,7,13,2,-8,-8,0,0,0,22.5,22.5,,,,16,independent,1,1,Appointees,No party,0,,26.65941238,10.61261845
7,ARG,Argentina,Economy & Public Finance,8,0,0,0,0,52.40000153,,,,,,2,3,F,,,,0,7,7,1,1,6,21.79999924,14.39999962,10,0,0,0,PJ,1,1,PJ,,1,,26.31105995,8.963741302
7,ARG,Argentina,Economy & Public Finance,9,0,0,0,0,34.09999847,,52.40000153,47.59999847,-0.101317197,,2,3,F,,,,0,7,7,1,1,6,21.79999924,21.79999924,12,1,8.333333015,0,PJ,1,1,PJ,,1,,26.32498932,8.965197563
7,ARG,Argentina,Economy & Public Finance,10,0,0,0,0,28.10000038,,34.09999847,65.90000153,,,2,3,F,,,,0,7,7,1,1,6,27.60000038,21.79999924,12,1,8.333333015,8.333333015,PJ,1,1,PJ,,1,,26.33745384,8.965548515
7,ARG,Argentina,Economy & Public Finance,11,0,0,0,0,30,,28.10000038,71.90000153,-0.113424197,,3,3,F,,,,0,7,7,1,1,6,27.60000038,27.60000038,12,1,8.333333015,8.333333015,PJ,1,1,PJ,UCR/Frepaso,0,,26.40334511,9.019674301
7,ARG,Argentina,Economy & Public Finance,12,0,0,0,0,30,,30,70,,,2,3,F,,,,0,8,7,1,1,6,26.5,27.60000038,12,0,0,8.333333015,PJ,1,1,PJ,UCR/Frepaso,0,,26.46122932,9.066099167
7,ARG,Argentina,Economy & Public Finance,13,0,0,0,0,35,,30,70,-0.192118794,,1,2,F,,,,0,8,8,1,1,6,26.5,26.5,14,1,7.142857075,0,ATJE,0,0,ATJE,,1,,26.46289825,9.056540489
7,ARG,Argentina,Economy & Public Finance,14,0,0,0,0,35,17.40000153,35,65,,,3,3,PF,,,,1,8,8,1,1,6,30.70000076,26.5,12,1,8.333333015,7.142857075,ATJE,0,0,ATJE,,1,,26.44171715,9.024289131
7,ARG,Argentina,Economy & Public Finance,15,0,0,0,0,28,-0.900001526,35,65,-0.468211204,0.228847802,3,3,PF,,,,1,8,8,1,1,6,30.70000076,30.70000076,14,3,21.4285717,8.333333015,PJ,0,0,PJ,,1,,26.41521072,8.986820221
7,ARG,Argentina,Economy & Public Finance,16,0,0,0,0,25,0.099998474,28,72,-0.478336304,0.360840507,2,2,F,,,,0,8,8,1,1,6,30.70000076,30.70000076,15,1,6.666666508,21.4285717,PJ,0,0,PJ,,1,,26.33499146,8.895722389
7,ARG,Argentina,Economy & Public Finance,17,0,0,0,0,25,5,25,75,-0.42499131,0.364912107,2,2,F,,,,0,8,8,1,1,6,33.70000076,30.70000076,15,1,6.666666508,6.666666508,PJ,0,0,PJ,,1,,26.31965828,8.86961174
7,ARG,Argentina,Economy & Public Finance,18,1,1,1,0,28,5,25,75,-0.388192385,0.272219815,2,2,F,,,,0,8,8,1,1,6,36.20000076,33.70000076,15,1,6.666666508,6.666666508,PJ,0,0,PJ,,1,,26.40522385,8.944540024
7,ARG,Argentina,Economy & Public Finance,19,1,0,,1,29,7,28,72,-0.341253698,0.196073591,2,2,F,11,34,50,0,8,8,1,1,6,35,36.20000076,15,2,13.33333302,6.666666508,FPV,1,1,FPV,,1,,26.49085617,9.019713402
7,ARG,Argentina,Economy & Public Finance,20,1,0,,1,29,6,29,71,-0.340291589,0.011088699,2,2,F,11,33,48,0,8,8,1,1,6,40,35,13,3,23.07692337,13.33333302,FPV,1,1,FPV,,1,,26.57196236,9.090561867
7,ARG,Argentina,Economy & Public Finance,21,0,0,0,1,29,-1,29,71,-0.435576499,-0.127919615,2,2,F,11,32,48,0,8,8,1,1,6,40,40,14,4,28.5714283,23.07692337,FPV,1,1,FPV,,1,,26.65378571,9.162313461
7,ARG,Argentina,Economy & Public Finance,22,0,0,0,0,29,-4,29,71,-0.444996089,-0.042759805,2,2,F,11,32,48,0,8,8,1,1,6,38.5,40,15,5,33.33333206,28.5714283,FPV,0,0,FPV,,1,0,26.71679497,9.21536541
7,ARG,Argentina,Economy & Public Finance,23,0,0,0,0,29,-4,29,71,-0.361469209,0.020004779,2,2,F,11,32,48,0,8,8,1,1,6,38.5,38.5,16,4,25,33.33333206,FPV,0,0,FPV,,1,0,26.70617485,9.194785118
7,ARG,Argentina,Economy & Public Finance,24,0,0,0,0,30,-1,29,71,-0.366157889,-0.026723176,2,2,F,11,32,48,0,8,8,1,1,6,37.40000153,38.5,18,4,22.22222137,25,FPV,0,0,FPV,,1,,26.72389603,9.203746796
7,ARG,Argentina,Economy & Public Finance,25,0,0,0,0,35,-1,30,70,-0.443139911,0.024904191,2,2,F,11,32,49,0,8,8,1,1,6,37.40000153,37.40000153,18,4,22.22222137,22.22222137,FPV,0,0,FPV,,1,0,26.80127335,9.271598816
7,ARG,Argentina,Economy & Public Finance,26,0,0,0,0,34,-6,35,65,-0.432282001,0.102848322,2,2,F,11,31,49,0,8,8,1,1,6,37.40000153,37.40000153,18,3,16.66666603,22.22222137,FPV,0,0,FPV,,1,0,26.82526779,9.284143448
7,ARG,Argentina,Economy & Public Finance,27,0,0,0,0,34,-5,34,66,-0.541620076,-0.003294498,2,2,F,11,31,49,0,8,8,1,1,6,36.59999847,37.40000153,18,4,22.22222137,16.66666603,FPV,0,0,FPV,,1,0,26.8319931,9.279588699
7,ARG,Argentina,Economy & Public Finance,28,0,0,0,0,32,-5,34,66,-0.547057688,0.096623987,2,2,F,11,31,49,0,9,8,1,1,6,36.59999847,36.59999847,19,5,26.31579018,22.22222137,FPV,0,0,FPV,,1,0,26.83115387,9.267656326
7,ARG,Argentina,Economy & Public Finance,29,0,0,0,0,36,-3,32,68,-0.284041286,0.185588479,2,2,F,11,31,48,0,9,9,1,1,6,35.79999924,36.59999847,24,4,16.66666603,26.31579018,Cambiemos,0,0,Cambiemos,PRO,0,0,26.83190346,9.257517815
7,ARG,Argentina,Economy & Public Finance,30,0,0,0,0,39,-6,36,64,-0.25594601,-0.082116603,2,2,F,11,33,49,0,9,9,1,1,6,38.90000153,35.79999924,25,3,12,16.66666603,Cambiemos,0,0,Cambiemos,PRO,0,0,26.83486366,9.249803543
8,ARM,Armenia,Finance,12,0,0,0,0,25,,,,,,4,4,PF,,,,1,5,5,1,1,3,3.099999905,6.300000191,27,0,0,0,independent,0,0,PANM/Repub. Bloc,,1,0,22.05934143,7.105721474
8,ARM,Armenia,Finance,13,0,0,0,0,25,,25,75,-0.759535313,,4,4,PF,,,,1,5,5,1,1,4,3.099999905,3.099999905,21,0,0,0,independent,0,0,Unity,ARF,0,0,22.11080551,7.164266586
8,ARM,Armenia,Finance,14,0,0,0,0,,,25,75,,,4,4,PF,,,,1,5,5,1,1,4,3.099999905,3.099999905,22,0,0,0,independent,0,0,Unity,ARF,0,0,22.15570068,7.215490818
8,ARM,Armenia,Finance,15,0,0,0,0,,,,,-0.746523917,0.279978305,4,4,PF,,,,1,5,5,1,1,4,3.099999905,3.099999905,21,0,0,0,independent,0,0,Unity,ARF,0,0,22.22999954,7.296032906
8,ARM,Armenia,Finance,16,0,0,0,0,30,,,,-0.570028603,0.079405576,4,4,PF,,,,1,5,5,1,1,3,4.599999905,3.099999905,19,1,5.263157845,0,independent,0,0,Unity,ARF,0,0,22.33756828,7.409436226
8,ARM,Armenia,Finance,17,0,0,0,0,31,,30,70,-0.61048311,-0.291156769,5,4,PF,,,,1,5,5,1,1,3,5.300000191,4.599999905,18,0,0,5.263157845,independent,0,0,HHK,LGCPA,0,0,22.46519279,7.542459011
8,ARM,Armenia,Finance,18,0,0,0,0,29,-6,31,69,-0.674141288,-0.199877233,5,4,PF,,,,1,5,5,1,1,3,5.300000191,5.300000191,18,0,0,0,independent,0,0,HHK,LGCPA,0,0,22.58066368,7.663440228
8,ARM,Armenia,Finance,19,0,0,0,0,29,-4,29,71,-0.670822501,-0.085394025,5,4,PF,4,13,28,1,5,5,1,1,3,5.300000191,5.300000191,18,1,5.555555344,0,independent,0,0,HHK,LGCPA,0,0,22.69536591,7.784253597
8,ARM,Armenia,Finance,20,0,0,0,0,30,,29,71,-0.742384374,-0.082207114,5,4,PF,4,13,28,1,5,5,1,1,3,9.199999809,5.300000191,19,1,5.263157845,5.555555344,independent,0,0,HHK,LGCPA,0,0,22.82227325,7.918280125
8,ARM,Armenia,Finance,21,0,0,0,0,29,,30,70,-0.708097577,-0.004139543,6,4,PF,5,14,28,1,5,5,1,1,3,8.399999619,9.199999809,20,1,5,5.263157845,independent,0,0,HHK,BH,0,0,22.94867134,8.052904129
8,ARM,Armenia,Finance,22,0,0,0,0,27,1,29,71,-0.619757712,0.138068974,6,4,PF,4,11,27,1,5,5,1,1,3,9.199999809,8.399999619,21,2,9.523809433,5,HHK,0,0,HHK,BH,0,0,23.04644585,8.159320831
8,ARM,Armenia,Finance,23,0,0,0,0,26,4,27,73,-0.696304202,0.009274602,6,4,PF,4,11,28,1,5,5,1,1,3,9.199999809,9.199999809,20,2,10,9.523809433,HHK,0,0,HHK,BH,0,0,23.00352287,8.124047279
8,ARM,Armenia,Finance,24,0,0,0,0,26.29999924,3,26,74,-0.656885028,0.022162914,6,4,PF,4,11,28,1,5,5,1,1,3,8.399999619,9.199999809,21,2,9.523809433,10,HHK,0,0,HHK,BH,0,0,22.93811989,8.063881874
8,ARM,Armenia,Finance,25,0,0,0,0,34,2.699996948,26.29999924,73.69999695,-0.58778739,-0.013937473,5,4,PF,4,11,29,1,5,5,1,1,3,10.69999981,8.399999619,21,2,9.523809433,9.523809433,HHK,0,0,HHK,BH,0,0,22.97196579,8.099731445
8,ARM,Armenia,Finance,26,0,0,0,0,36,-4,34,66,-0.531947076,-0.154596984,5,4,PF,5,13,29,1,5,5,1,1,3,10.69999981,10.69999981,21,2,9.523809433,9.523809433,HHK,0,0,HHK,,1,0,23.0296917,8.156259537
8,ARM,Armenia,Finance,27,0,0,0,0,37,-7,36,64,-0.523998499,-0.176150501,5,4,PF,5,14,29,1,5,5,1,1,3,10.69999981,10.69999981,21,2,9.523809433,9.523809433,HHK,0,0,HHK,,1,0,23.08068848,8.203611374
8,ARM,Armenia,Finance,28,0,0,0,0,35,-10,37,63,-0.533823729,-0.095759213,5,4,PF,5,16,30,1,5,5,1,1,3,10.69999981,10.69999981,21,2,9.523809433,9.523809433,HHK,0,0,HHK,,1,0,23.11460686,8.232667923
8,ARM,Armenia,Finance,29,0,0,0,0,33,-9,35,65,-0.571954489,-0.162480473,5,4,PF,5,16,30,1,5,5,1,1,3,10.69999981,10.69999981,21,3,14.28571415,9.523809433,HHK,0,0,HHK,,1,0,23.14803886,8.26129818
8,ARM,Armenia,Finance,30,0,0,0,0,35,-6.699996948,33,67,-0.560456097,-0.084930539,5,4,PF,5,16,29,1,5,5,1,1,3,18.10000038,10.69999981,,,,14.28571415,HHK,0,0,HHK,,1,,23.16478729,8.273986816
