iso3c,iso3c_name,countryx,titleofinterest,date,femaleminister,new_appointment,new_appointment2,fem_lag,corruptpercep,corr_change,corruption_lag,corruption_flip,corruptionwb,wbcorr_change,prx,clx,status,a,pry,cly,statusnumeric,polity2,polity2_lag,presidential,accountability,v2x_regime_amb,womenrep,womenrep_lag,n_core,n_female_core,pwc,pwc_lag,execme,allhouse,allhouseimp,gov1me,gov2me,unified,finance_gender,loggdp_lag,gdppercapita_lag
22,BLR,Belarus,Finance,26,0,0,0,0,29,-10,31,69,-0.471229315,-0.14190501,7,6,NF,0,4,10,2,-7,-7,1,0,3,26.60000038,26.60000038,32,1,3.125,3.030303001,independent,0,0,KPB,APB,0,0,24.85586548,8.792349815
22,BLR,Belarus,Finance,27,0,0,0,0,31,-9,29,71,-0.304926813,-0.157646298,7,6,NF,0,4,10,2,-7,-7,1,0,3,26.60000038,26.60000038,33,1,3.030303001,3.125,independent,0,0,KPB,APB,0,0,24.86922455,8.80608654
22,BLR,Belarus,Finance,28,0,0,0,0,32,-7,31,69,-0.335045308,-0.323288202,7,6,NF,0,4,10,2,-7,-7,1,0,3,27.29999924,26.60000038,33,1,3.030303001,3.030303001,independent,0,0,KPB,APB,0,0,24.88277435,8.819108009
22,BLR,Belarus,Finance,29,0,0,0,0,40,-7,32,68,-0.257070094,-0.359053403,7,6,NF,0,4,13,2,-7,-7,1,0,3,34.5,27.29999924,33,1,3.030303001,3.030303001,independent,0,0,KPB,APB,0,0,24.87180901,8.80689621
22,BLR,Belarus,Finance,30,0,0,0,0,44,-15.80000305,40,60,-0.257577807,-0.422380895,6,6,NF,0,5,15,2,-7,-7,1,0,3,34.5,34.5,,,,3.030303001,independent,0,0,KPB,RPPS,0,,24.83949089,8.773154259
23,BLZ,Belize,Finance & Economic Development,16,0,0,0,0,45,,,,-0.085157,0.17758115,1,2,F,,,,0,,,0,1,,3.400000095,6.900000095,,,,,PUP,1,1,PUP,,1,,20.73073769,8.267333984
23,BLZ,Belize,Finance & Economic Development,17,0,0,0,0,38,,45,55,-0.287377685,-0.005361601,1,2,F,,,,0,,,0,1,,6.699999809,3.400000095,,,,,PUP,1,1,PUP,,1,,20.80029488,8.309500694
23,BLZ,Belize,Finance & Economic Development,18,0,0,0,0,37,,38,62,-0.298595011,0.151571583,1,2,F,,,,0,,,0,1,,6.699999809,6.699999809,,,,,PUP,1,1,PUP,,1,,20.86760139,8.350588799
23,BLZ,Belize,Finance & Economic Development,19,0,0,0,0,35,,37,63,-0.361199498,0.117501408,1,2,F,12,36,52,0,,,0,1,,6.699999809,6.699999809,,,,,PUP,1,1,PUP,,1,,20.90304565,8.360042572
23,BLZ,Belize,Finance & Economic Development,20,0,0,0,0,30,,35,65,-0.366847813,0.152583696,1,2,F,12,36,51,0,,,0,1,,3.299999952,6.699999809,,,,,PUP,1,1,PUP,,1,,20.93817139,8.369053841
23,BLZ,Belize,Finance & Economic Development,21,0,0,0,0,29,,30,70,-0.338211209,0.130709812,1,2,F,12,36,51,0,,,0,1,,0,3.299999952,,,,,PUP,1,1,PUP,,1,,20.96606636,8.370820999
23,BLZ,Belize,Finance & Economic Development,22,0,0,0,0,,16,29,71,-0.046637099,0.253054209,1,2,F,12,36,51,0,,,0,1,,0,0,,,,,UDP,1,1,UDP,,1,,20.98745346,8.366298676
25,BOL,Bolivia,Economy & Public Finances,9,0,0,0,0,34,,,,-0.824829102,,2,3,F,,,,0,9,9,1,1,6,10.80000019,10.80000019,15,0,0,0,MNR,0,0,MNR,UCS,0,0,23.13255692,7.296271324
25,BOL,Bolivia,Economy & Public Finances,10,0,0,0,0,20.5,,34,66,,,1,3,F,,,,0,9,9,1,1,6,11.5,10.80000019,15,0,0,0,MNR,0,0,MNR,UCS,0,0,23.17676163,7.319978237
25,BOL,Bolivia,Economy & Public Finances,11,0,0,0,0,28,,20.5,79.5,-0.357910603,,1,3,F,,,,0,9,9,1,1,6,11.5,11.5,16,1,6.25,0,ADN,0,0,ADN,MIR,0,0,23.22228241,7.345244884
25,BOL,Bolivia,Economy & Public Finances,12,0,0,0,0,25,,28,72,,,1,3,F,,,,0,9,9,1,1,6,11.5,11.5,18,0,0,6.25,ADN,0,0,ADN,MIR,0,0,23.27099419,7.373955727
25,BOL,Bolivia,Economy & Public Finances,13,0,0,0,0,27,,25,75,-0.460204989,,1,3,F,,,,0,9,9,1,1,6,11.5,11.5,17,0,0,0,ADN,0,0,ADN,MIR,0,0,23.29765892,7.380882263
25,BOL,Bolivia,Economy & Public Finances,14,0,0,0,0,20,,27,73,,,1,3,F,,,,0,9,9,1,1,6,11.5,11.5,17,0,0,0,ADN,0,0,ADN,MIR,0,0,23.31217384,7.375926495
25,BOL,Bolivia,Economy & Public Finances,15,0,0,0,0,22,14,20,80,-0.89961642,-0.144918398,2,3,F,,,,0,9,9,1,1,6,18.5,11.5,16,1,6.25,0,ADN,0,0,ADN,MIR,0,0,23.33290672,7.377463818
25,BOL,Bolivia,Economy & Public Finances,16,0,0,0,0,23,-1.5,22,78,-0.815141678,0.308246567,3,3,PF,,,,1,8,9,1,1,6,18.5,18.5,16,1,6.25,6.25,MNR,0,0,MNR,,1,0,23.35353088,7.379174709
25,BOL,Bolivia,Economy & Public Finances,17,0,0,0,0,22,5,23,77,-0.775836229,0.457231075,3,3,PF,,,,1,8,8,1,1,6,19.20000076,18.5,19,2,10.52631569,6.25,MNR,0,0,MNR,,1,0,23.37918472,7.38620472
25,BOL,Bolivia,Economy & Public Finances,18,0,0,0,0,25,3,22,78,-0.73623842,0.366778433,3,3,PF,,,,1,8,8,1,1,6,16.89999962,19.20000076,18,3,16.66666603,10.52631569,MNR,0,0,MNR,,1,0,23.41300201,7.401706696
25,BOL,Bolivia,Economy & Public Finances,19,0,0,0,0,27,2,25,75,-0.434567213,0.276033431,3,3,PF,10,28,43,1,8,8,1,1,6,16.89999962,16.89999962,18,4,22.22222137,16.66666603,MAS,0,0,MAS,,1,0,23.45507813,7.425779819
25,BOL,Bolivia,Economy & Public Finances,20,0,0,0,0,29,-7,27,73,-0.40370661,-0.245343491,3,3,PF,11,28,43,1,8,8,1,1,6,16.89999962,16.89999962,18,5,27.77777863,22.22222137,MAS,0,0,MAS,,1,0,23.50013733,7.453160286
25,BOL,Bolivia,Economy & Public Finances,21,0,0,0,0,30,-7,29,71,-0.52322191,-0.49590981,3,3,PF,11,29,41,1,8,8,1,1,6,16.89999962,16.89999962,18,4,22.22222137,27.77777863,MAS,0,0,MAS,,1,0,23.54588127,7.481546402
25,BOL,Bolivia,Economy & Public Finances,22,0,0,0,0,27,-7,30,70,-0.630316675,-0.291919768,3,3,PF,11,28,40,1,7,8,1,1,6,22.29999924,16.89999962,22,4,18.18181801,22.22222137,MAS,0,0,MAS,,1,0,23.598032,7.51664257
25,BOL,Bolivia,Economy & Public Finances,23,0,0,0,0,28,-5,27,73,-0.465761304,-0.145519554,3,3,PF,11,28,40,1,7,7,1,1,6,25.39999962,22.29999924,22,10,45.45454407,18.18181801,MAS,1,1,MAS,,1,0,23.64437675,7.546200275
25,BOL,Bolivia,Economy & Public Finances,24,0,0,0,0,27.60000038,-3,28,72,-0.569419503,-0.270477116,3,3,PF,11,27,39,1,7,7,1,1,6,25.39999962,25.39999962,23,11,47.82608795,45.45454407,MAS,1,1,MAS,,1,0,23.68110466,7.566380501
25,BOL,Bolivia,Economy & Public Finances,25,0,0,0,0,34,-0.599998474,27.60000038,72.40000153,-0.729200125,0.13485229,3,3,PF,11,28,38,1,7,7,1,1,6,25.39999962,25.39999962,23,7,30.43478203,47.82608795,MAS,1,1,MAS,,1,0,23.72669029,7.595635414
25,BOL,Bolivia,Economy & Public Finances,26,0,0,0,0,34,-5,34,66,-0.589919329,0.325493515,3,3,PF,11,29,40,1,7,7,1,1,6,25.39999962,25.39999962,23,7,30.43478203,30.43478203,MAS,1,1,MAS,,1,0,23.77703285,7.629866123
25,BOL,Bolivia,Economy & Public Finances,27,0,0,0,0,35,-4,34,66,-0.630129397,0.066697419,3,3,PF,11,29,38,1,7,7,1,1,6,53.09999847,25.39999962,24,7,29.16666603,30.43478203,MAS,1,1,MAS,,1,0,23.83488655,7.671845436
25,BOL,Bolivia,Economy & Public Finances,28,0,0,0,0,34,-8,35,65,-0.696371913,-0.000187278,3,3,PF,11,29,39,1,7,7,1,1,6,53.09999847,53.09999847,23,6,26.08695602,29.16666603,MAS,1,1,MAS,,1,0,23.89434433,7.715705872
25,BOL,Bolivia,Economy & Public Finances,29,0,0,0,0,33,-6,34,66,-0.724393487,0.230610609,3,3,PF,11,29,39,1,7,7,1,1,6,53.09999847,53.09999847,23,5,21.73913002,26.08695602,MAS,1,1,MAS,,1,0,23.94464302,7.750714779
25,BOL,Bolivia,Economy & Public Finances,30,0,0,0,0,33,-5.400001526,33,67,-0.657303929,0.154973984,3,3,PF,11,29,39,1,7,7,1,1,6,53.09999847,53.09999847,,,,21.73913002,MAS,1,1,MAS,,1,,23.98923492,7.780341625
26,BRA,Brazil,Finance,8,0,0,0,0,27,,,,,,2,4,PF,,,,1,8,8,1,1,7,6.599999905,6.599999905,23,1,4.347826004,0,PSDB,0,0,PFL,PSDB,0,0,27.886549,9.007585526
26,BRA,Brazil,Finance,9,0,0,0,0,29.60000038,,27,73,-0.0185795,,2,4,PF,,,,1,8,8,1,1,7,6.599999905,6.599999905,24,0,0,4.347826004,PSDB,0,0,PFL,PSDB,0,0,27.93414497,9.038964272
26,BRA,Brazil,Finance,10,0,0,0,0,35.59999847,,29.60000038,70.40000153,,,3,4,PF,,,,1,8,8,1,1,7,6.599999905,6.599999905,23,0,0,0,PSDB,0,0,PFL,PSDB,0,0,27.9666729,9.055499077
26,BRA,Brazil,Finance,11,0,0,0,0,40,,35.59999847,64.40000153,0.075473301,,3,4,PF,,,,1,8,8,1,1,7,5.699999809,6.599999905,25,1,4,0,PSDB,0,0,PFL,PSDB,0,0,27.99428177,9.067345619
26,BRA,Brazil,Finance,12,0,0,0,0,41,,40,60,,,3,4,PF,,,,1,8,8,1,1,7,5.699999809,5.699999809,22,0,0,4,PSDB,0,0,PFL,PSDB,0,0,28.01266289,9.070262909
26,BRA,Brazil,Finance,13,0,0,0,0,39,,41,59,0.040203702,,3,3,PF,,,,1,8,8,1,1,7,5.699999809,5.699999809,22,0,0,0,PSDB,0,0,PFL,PSDB,0,0,28.01668549,9.059233665
26,BRA,Brazil,Finance,14,0,0,0,0,40,-12,39,61,,,3,3,PF,,,,1,8,8,1,1,7,5.699999809,5.699999809,22,0,0,0,PSDB,0,0,PFL,PSDB,0,0,28.0404911,9.06851387
26,BRA,Brazil,Finance,15,0,0,0,0,40,-10.40000153,40,60,0.081059098,-0.0792109,2,3,F,,,,0,8,8,1,1,7,8.600000381,5.699999809,23,1,4.347826004,0,PSDB,0,0,PFL,PSDB,0,0,28.06886482,9.082932472
26,BRA,Brazil,Finance,16,0,0,0,0,39,-4.400001526,40,60,0.0914829,-0.052612197,2,3,F,,,,0,8,8,1,1,7,8.600000381,8.600000381,25,3,12,4.347826004,PT,0,0,PT,PMDB,0,0,28.09080505,9.091473579
26,BRA,Brazil,Finance,17,0,0,0,0,39,1,39,61,0.023012999,-0.016009599,2,3,F,,,,0,8,8,1,1,7,8.600000381,8.600000381,25,2,8,12,PT,0,0,PT,PMDB,0,0,28.11151505,9.099333763
26,BRA,Brazil,Finance,18,0,0,0,0,37,2,39,61,-0.139790997,0.034825502,2,2,F,,,,0,8,8,1,1,6,8.600000381,8.600000381,23,2,8.695652008,8,PT,0,0,PT,PMDB,0,0,28.14518929,9.120713234
26,BRA,Brazil,Finance,19,0,0,0,0,33,2,37,63,-0.109041601,0.179994699,2,2,F,11,32,45,0,8,8,1,1,6,8.800000191,8.600000381,27,1,3.703703642,8.695652008,PT,0,0,PT,PMDB,0,0,28.18894958,9.152738571
26,BRA,Brazil,Finance,20,0,0,0,0,35,7,33,67,-0.075929098,0.169673001,2,2,F,11,31,45,0,8,8,1,1,6,9,8.800000191,27,2,7.407407284,3.703703642,PT,0,0,PT,PMDB,0,0,28.22413635,9.176745415
26,BRA,Brazil,Finance,21,0,0,0,0,35,5,35,65,0.00789,0.156988196,2,2,F,11,31,45,0,8,8,1,1,6,9,9,27,1,3.703703642,7.407407284,PT,0,0,PT,PMDB,0,0,28.27302742,9.214996338
26,BRA,Brazil,Finance,22,0,0,0,0,37,4,35,65,-0.069308601,0.0835929,2,2,F,11,32,45,0,8,8,1,1,6,8.800000191,9,28,0,0,3.703703642,PT,0,0,PT,PMDB,0,0,28.32733536,9.259142876
26,BRA,Brazil,Finance,23,0,0,0,0,37,2,37,63,0.04628,0.0923216,2,2,F,11,32,45,0,8,8,1,1,6,8.600000381,8.800000191,29,2,6.896551609,0,PT,0,0,PT,PMDB,0,0,28.35154915,9.273575783
26,BRA,Brazil,Finance,24,0,0,0,0,37.70000076,0,37,63,0.165902093,-0.186070997,2,2,F,11,32,46,0,8,8,1,1,6,8.600000381,8.600000381,33,9,27.27272797,6.896551609,PT,0,0,PT,PMDB,0,0,28.38721085,9.29973793
26,BRA,Brazil,Finance,25,0,0,0,0,43,-4.700000763,37.70000076,62.29999924,-0.037277099,-0.274943694,2,2,F,11,33,47,0,8,8,1,1,6,8.600000381,8.600000381,27,5,18.51851845,27.27272797,PT,0,0,PT,PMDB,0,0,28.44299126,9.346247673
26,BRA,Brazil,Finance,26,0,0,0,0,42,-8,43,57,-0.084710002,-0.038651999,2,2,F,11,33,48,0,8,8,1,1,6,8.600000381,8.600000381,27,5,18.51851845,18.51851845,PT,0,0,PT,PMDB,0,0,28.47199249,9.366202354
26,BRA,Brazil,Finance,27,0,0,0,0,43,-7,42,58,-0.338454604,0.092600002,2,2,F,11,33,48,0,8,8,1,1,6,9.899999619,8.600000381,27,5,18.51851845,18.51851845,PT,0,0,PT,PMDB,0,0,28.49630928,9.381684303
26,BRA,Brazil,Finance,28,0,0,0,0,38,-6,43,57,-0.396488786,0.269146003,2,2,F,11,33,48,0,8,8,1,1,6,9.899999619,9.899999619,27,5,18.51851845,18.51851845,PT,0,0,PT,PMDB,0,0,28.5136261,9.390353203
26,BRA,Brazil,Finance,29,0,0,0,0,40,-1,38,62,-0.381440401,0.442768786,2,2,F,11,33,48,0,8,8,1,1,6,9.899999619,9.899999619,25,5,20,18.51851845,PT,0,0,PT,PMDB,0,0,28.49808884,9.366342545
26,BRA,Brazil,Finance,30,0,0,0,0,37,-2.299999237,40,60,-0.532073021,0.547342494,2,2,F,11,31,48,0,8,8,1,1,6,10.69999981,9.899999619,,,,20,PMDB,0,0,PMDB,PSDB,0,,28.46323204,9.323171616
27,BRB,Barbados,Finance & Economic Affairs,17,0,0,0,0,73,,,,1.428755999,0.043249011,1,1,F,,,,0,,,0,1,7,,,,,,,BLP,1,1,BLP,,1,,22.15952492,9.639092445
27,BRB,Barbados,Finance & Economic Affairs,18,0,0,0,0,69,,73,27,1.419329047,0.151056051,1,1,F,,,,0,,,0,1,7,,,,,,,BLP,1,1,BLP,,1,,22.17729568,9.653473854
27,BRB,Barbados,Finance & Economic Affairs,19,0,0,0,0,67,,69,31,1.334153056,0.15237701,1,1,F,12,40,59,0,,,0,1,7,,,,,,,BLP,1,1,BLP,,1,,22.20370102,9.676258087
27,BRB,Barbados,Finance & Economic Affairs,20,0,0,0,0,69,,67,33,1.410959005,0.215622485,1,1,F,12,40,59,0,,,0,1,7,,,,,,,BLP,1,1,BLP,,1,,22.25066376,9.719254494
27,BRB,Barbados,Finance & Economic Affairs,21,0,0,0,0,70,,69,31,1.370844007,0.11688602,1,1,F,12,40,59,0,,,0,1,7,,,,,,,BLP,1,1,BLP,,1,,22.28743935,9.751747131
27,BRB,Barbados,Finance & Economic Affairs,22,0,0,0,0,74,,70,30,1.384171963,0.173825025,1,1,F,12,40,59,0,,,0,1,7,,,,,,,DLP,1,1,DLP,,1,,22.30118752,9.761065483
27,BRB,Barbados,Finance & Economic Affairs,23,0,0,0,0,78,-1,74,26,1.483430028,0.044584036,1,1,F,12,40,59,0,,,0,1,6,,,,,,,DLP,1,1,DLP,,1,,22.28082085,9.736405373
27,BRB,Barbados,Finance & Economic Affairs,24,0,0,0,0,77.69999695,-9,78,22,1.724581003,-0.064100981,1,1,F,12,40,59,0,,,0,1,6,,,,,,,DLP,1,1,DLP,,1,,22.24494362,9.696640015
27,BRB,Barbados,Finance & Economic Affairs,25,0,0,0,0,76,-10.69999695,77.69999695,22.30000305,1.656358957,-0.390427947,1,1,F,12,40,59,0,,,0,1,6,,,,,,,DLP,1,1,DLP,,1,,22.22998238,9.678340912
27,BRB,Barbados,Finance & Economic Affairs,26,0,0,0,0,75,-7,76,24,1.619428992,-0.245399952,1,1,F,12,40,59,0,,,0,1,6,,,,,,,DLP,1,1,DLP,,1,,22.22565842,9.671244621
27,BRB,Barbados,Finance & Economic Affairs,27,0,0,0,0,74,-5,75,25,1.138043046,-0.248584985,1,1,F,12,40,59,0,,,0,1,6,,,,,,,DLP,1,1,DLP,,1,,22.21843147,9.661708832
27,BRB,Barbados,Finance & Economic Affairs,29,0,0,0,0,61,,,,1.257364035,-0.007097959,1,1,F,12,40,58,0,,,0,1,8,,,,,,,DLP,1,1,DLP,,1,,22.22074699,9.660241127
27,BRB,Barbados,Finance & Economic Affairs,30,0,0,0,0,68,16.69999695,61,39,1.421108961,0.467216968,1,1,F,12,40,58,0,,,0,1,8,,,,,,,DLP,1,1,DLP,,1,,22.24291801,9.680711746
28,BRN,Brunei,Finance,20,0,0,0,0,,,,,0.2146689,0.133638144,6,5,NF,0,7,23,2,,,0,0,,,,14,0,0,0,independent,,,Appointees,,1,0,23.32986832,10.51490211
28,BRN,Brunei,Finance,21,0,0,0,0,,,,,0.491153687,0.095555186,6,5,NF,0,7,23,2,,,0,0,,,,14,0,0,0,independent,,,Appointees,,1,0,23.3521595,10.52388191
28,BRN,Brunei,Finance,22,0,0,0,0,55,,,,0.991409123,-0.172205984,6,5,NF,0,7,23,2,,,0,0,,,,14,0,0,0,independent,,,Appointees,,1,0,23.34313774,10.50264359
28,BRN,Brunei,Finance,23,0,0,0,0,55,,55,45,0.863127589,-0.582441837,6,5,NF,0,7,23,2,,,0,0,,,,14,0,0,0,independent,,,Appointees,,1,0,23.32444382,10.47216606
28,BRN,Brunei,Finance,24,0,0,0,0,52.09999847,,55,45,0.861592889,-0.616975188,6,5,NF,0,7,23,2,,,0,0,,,,14,0,0,0,independent,,,Appointees,,1,0,23.32837105,10.46408176
28,BRN,Brunei,Finance,25,0,0,0,0,55,,52.09999847,47.90000153,0.546046376,-0.653800786,6,5,NF,0,7,23,2,,,0,0,,,,14,0,0,0,independent,,,Appointees,,1,0,23.35958481,10.48271465
28,BRN,Brunei,Finance,26,0,0,0,0,60,,55,45,0.646088302,-0.331377476,6,5,NF,0,7,23,2,,,0,0,,,,14,0,0,0,independent,,,Appointees,,1,0,23.38251114,10.4925108
28,BRN,Brunei,Finance,27,0,0,0,0,,,60,40,0.531247973,-0.154934615,6,5,NF,0,7,23,2,,,0,0,,,,14,0,0,0,independent,,,Appointees,,1,0,23.37631035,10.47286034
28,BRN,Brunei,Finance,28,0,0,0,0,,,,,0.572457314,0.46016115,6,5,NF,0,7,23,2,,,0,0,,,,14,0,0,0,independent,,,Appointees,,1,0,23.35367775,10.43689632
28,BRN,Brunei,Finance,29,0,0,0,0,58,,,,0.568419814,0.290670275,6,5,NF,0,7,22,2,,,0,0,,6.5,,13,0,0,0,independent,,,Appointees,,1,0,23.33894539,10.40936661
28,BRN,Brunei,Finance,30,0,0,0,0,62,-5.900001526,58,42,0.712634981,0.293173075,6,5,NF,0,7,22,2,,,0,0,,9.100000381,6.5,,,,0,independent,,,Appointees,,1,,23.32362175,10.38194942
29,BTN,Bhutan,Finance,19,0,0,0,0,60,,,,0.815984726,0.168428361,6,5,NF,2,9,20,2,-5,-5,0,0,0,2.700000048,9.300000191,12,0,0,0,independent,0,0,,,,0,20.6638031,7.288724422
29,BTN,Bhutan,Finance,20,0,0,0,0,50,,60,40,0.881052375,0.197592676,6,5,NF,3,10,21,2,-5,-5,0,1,0,2.700000048,2.700000048,12,0,0,0,independent,0,0,,,,0,20.73279953,7.343375683
29,BTN,Bhutan,Finance,21,0,0,0,0,52,,50,50,0.858181715,0.158418655,4,5,PF,3,11,23,1,3,-5,0,1,4,8.5,2.700000048,13,0,0,0,independent,0,0,,,,0,20.85091209,7.449202538
29,BTN,Bhutan,Finance,22,0,0,0,0,50,,52,48,0.909912825,0.232722282,4,5,PF,7,19,24,1,3,3,0,1,8,8.5,8.5,13,0,0,0,independent,0,0,DPT,PDP,0,0,20.95863533,7.546238899
29,BTN,Bhutan,Finance,23,0,0,0,0,57,,50,50,0.912634909,-0.113409698,4,5,PF,7,19,24,1,3,3,0,1,8,8.5,8.5,13,0,0,0,independent,0,0,DPT,PDP,0,0,21.01472664,7.592318535
29,BTN,Bhutan,Finance,24,0,0,0,0,57.40000153,,57,43,0.838497579,-0.093379497,4,5,PF,7,19,24,1,3,3,0,1,8,8.5,8.5,13,0,0,0,independent,0,0,DPT,PDP,0,0,21.10380173,7.671157837
29,BTN,Bhutan,Finance,25,0,0,0,0,63,2.599998474,57.40000153,42.59999847,0.939840794,-0.022512853,4,5,PF,7,19,24,1,3,3,0,1,8,8.5,8.5,13,0,0,0,independent,0,0,DPT,PDP,0,0,21.19862366,7.755062103
29,BTN,Bhutan,Finance,26,0,0,0,0,63,-13,63,37,0.901595712,-0.058788419,3,4,PF,8,22,24,1,5,3,0,1,7,6.400000095,8.5,13,0,0,0,independent,0,0,DPT,PDP,0,0,21.26198196,7.806828022
29,BTN,Bhutan,Finance,27,0,0,0,0,65,-11,63,37,1.280398965,-0.043413997,3,4,PF,10,28,27,1,5,5,0,1,7,8.5,6.400000095,12,1,8.333333015,0,independent,0,0,PDP,,1,0,21.29743004,7.830205441
29,BTN,Bhutan,Finance,28,0,0,0,0,65,-15,65,35,1.022320986,-0.37048614,3,4,PF,10,29,27,1,5,5,0,1,7,8.5,8.5,12,1,8.333333015,8.333333015,independent,0,0,PDP,,1,0,21.33599854,7.856473446
29,BTN,Bhutan,Finance,29,0,0,0,0,65,-8,65,35,1.126503944,-0.109686077,3,4,PF,10,29,27,1,5,5,0,1,8,8.5,8.5,12,1,8.333333015,8.333333015,independent,0,0,PDP,,1,0,21.3962326,7.904441833
29,BTN,Bhutan,Finance,30,0,0,0,0,67,-7.599998474,65,35,1.568294048,-0.288006365,3,4,PF,10,28,27,1,5,5,0,1,5,8.5,8.5,,,,8.333333015,independent,0,0,PDP,,1,,21.46745491,7.96353817
30,BWA,Botswana,Finance & Development Planning,11,0,0,0,0,61,,,,0.889424324,,2,2,F,,,,0,8,8,1,1,6,8.5,8.5,12,1,8.333333015,0,BDP,1,1,BDP,,1,,22.71440315,8.478555679
30,BWA,Botswana,Finance & Development Planning,12,0,0,0,0,61,,61,39,,,2,2,F,,,,0,8,8,1,1,6,17,8.5,13,1,7.692307472,8.333333015,BDP,1,1,BDP,,1,0,22.75660324,8.497673988
30,BWA,Botswana,Finance & Development Planning,13,0,0,0,0,60,,61,39,0.831186891,,2,2,F,,,,0,8,8,1,1,6,17,17,15,3,20,7.692307472,BDP,1,1,BDP,,1,0,22.80495644,8.52385807
30,BWA,Botswana,Finance & Development Planning,14,0,0,0,0,60,,60,40,,,2,2,F,,,,0,8,8,1,1,6,17,17,15,3,20,20,BDP,1,1,BDP,,1,0,22.86093712,8.558864594
30,BWA,Botswana,Finance & Development Planning,15,0,0,0,0,64,,60,40,0.655178487,0.074778527,2,2,F,,,,0,8,8,1,1,6,17,17,15,4,26.66666603,20,BDP,1,1,BDP,,1,0,22.87203026,8.550345421
30,BWA,Botswana,Finance & Development Planning,16,0,0,0,0,57,,64,36,1.216737032,0.198514283,2,2,F,,,,0,8,8,1,1,6,17,17,17,4,23.52941132,26.66666603,BDP,1,1,BDP,,1,0,22.90274429,8.562745094
30,BWA,Botswana,Finance & Development Planning,17,0,0,0,0,60,4,57,43,0.898179829,-0.327312708,2,2,F,,,,0,8,8,1,1,6,11.10000038,17,17,3,17.64705849,23.52941132,BDP,1,1,BDP,,1,0,22.95481682,8.597298622
30,BWA,Botswana,Finance & Development Planning,18,0,0,0,0,59,1,60,40,1.159934044,-0.037874222,2,2,F,,,,0,8,8,1,1,6,11.10000038,11.10000038,16,3,18.75,17.64705849,BDP,1,1,BDP,,1,0,22.99077606,8.615711212
30,BWA,Botswana,Finance & Development Planning,19,0,0,0,0,56,1,59,41,0.972932279,-0.328747153,2,2,F,11,31,47,0,8,8,1,1,6,11.10000038,11.10000038,17,4,23.52941132,18.75,BDP,1,1,BDP,,1,0,23.02640533,8.633032799
30,BWA,Botswana,Finance & Development Planning,20,0,0,0,0,54,4,56,44,1.003517032,-0.22974959,2,2,F,11,31,47,0,8,8,1,1,6,11.10000038,11.10000038,17,4,23.52941132,23.52941132,BDP,1,1,BDP,,1,0,23.08884621,8.67592907
30,BWA,Botswana,Finance & Development Planning,21,0,0,0,0,58,10,54,46,1.039067984,-0.348338545,2,2,F,11,31,48,0,8,8,1,1,6,11.10000038,11.10000038,18,4,22.22222137,23.52941132,BDP,1,1,BDP,,1,0,23.16876984,8.735062599
30,BWA,Botswana,Finance & Development Planning,22,0,0,0,0,56,-1,58,42,0.959988713,0.177669048,3,2,F,10,30,48,0,8,8,1,1,6,7.900000095,11.10000038,18,4,22.22222137,22.22222137,BDP,1,1,BDP,,1,0,23.23882103,8.783857346
30,BWA,Botswana,Finance & Development Planning,23,0,0,0,0,58,4,56,44,1.02690196,-0.061808884,3,2,F,10,29,46,0,8,8,1,1,8,7.900000095,7.900000095,20,3,15,22.22222137,BDP,1,1,BDP,,1,0,23.22930717,8.753959656
30,BWA,Botswana,Finance & Development Planning,24,0,0,0,0,60.79999924,1,58,42,0.995536983,0.133032084,3,2,F,10,29,46,0,8,8,1,1,8,7.900000095,7.900000095,20,3,15,15,BDP,1,1,BDP,,1,0,23.2305851,8.736924171
30,BWA,Botswana,Finance & Development Planning,25,0,0,0,0,65,-4.799999237,60.79999924,39.20000076,0.933660388,-0.022604704,3,2,F,10,29,46,0,8,8,1,1,8,7.900000095,7.900000095,20,3,15,15,BDP,1,1,BDP,,1,0,23.30102921,8.791770935
30,BWA,Botswana,Finance & Development Planning,26,0,0,0,0,64,-11,65,35,0.923625588,0.069856644,3,2,F,10,28,46,0,8,8,1,1,8,7.900000095,7.900000095,20,3,15,15,BDP,1,1,BDP,,1,0,23.35219193,8.829906464
30,BWA,Botswana,Finance & Development Planning,27,0,0,0,0,63,-6,64,36,0.854375482,0.115442396,3,2,F,10,28,46,0,8,8,1,1,8,9.5,7.900000095,20,2,10,15,BDP,1,1,BDP,,1,0,23.4277153,8.893870354
30,BWA,Botswana,Finance & Development Planning,28,0,0,0,0,63,-7,63,37,0.852122009,0.105613231,3,2,F,10,28,45,0,8,8,1,1,8,9.5,9.5,19,4,21.05263138,10,BDP,1,1,BDP,,1,0,23.5017662,8.956037521
30,BWA,Botswana,Finance & Development Planning,29,0,0,0,0,60,-5,63,37,0.929886222,0.174779951,3,2,F,10,28,45,0,8,8,1,1,8,9.5,9.5,19,4,21.05263138,21.05263138,BDP,1,1,BDP,,1,0,23.51353073,8.953893661
30,BWA,Botswana,Finance & Development Planning,30,0,0,0,0,61,0.799999237,60,40,0.795100927,0.065650761,3,2,F,10,28,44,0,8,8,1,1,7,9.5,9.5,,,,21.05263138,BDP,1,1,BDP,,1,,23.52603722,8.949608803
